,titles,ratings,reviews,dates,replies,reply_dates
915,Auchan cautionne des arnaques,1,"Auchan travaille avec des partenaires douteux sur leur plateforme ""mobilier"". Prélevé au mois de janvier pour une table basse nous sommes au mois de mai et la commande est toujours "" En préparation ""... 
Le comble est que AUCHAN cautionne les pratiques douteuses par des réponses impersonnelles suite à mes 4 retours... Incompréhensible !!! 
Je ne recommande absolument pas l'achat via leur plateforme... 
Ps : Auchan va répondre à ce commentaire de manière impersonnelle en me renvoyant vers leur service... Mais ce même service je l'ai contacté plein de fois !!!! Honte à AUCHAN",2021-04-30T17:33:46.000Z,Merci William de nous avoir signalés votre insatisfaction cela nous permettra d'améliorer la qualité de notre service.,2021-05-01T10:32:11.090Z
916,Auchan.fr,1,"Auchan.fr, 
Suite au gros dérapage pour la livraison d'un seche linge commandé sur le site Auchan.fr et apres 1 mois d'attente, 5 appels téléphonique et quelques email j'ai fini par etre remboursé... Lamentable.. 
En creusant on découvre que les interlocuteurs sont pris en otage d'un ''process ' inadapté.. La matrice de Matrix.. Ceix qui répondent aux appels répiondent toujours pareil.. Tres poliment mais toujours pareil
Le moderateur répond toujours pareil :
'' Je vous présente d'abord mes excuses au nom d'Auchan pour ce désagrément.
Je vous prie de bien vouloir nous transmettre ces informations avec le numéro de commande par mail à l'adresse email

Nous ferons de notre mieux afin de vous apporter une solution adéquate dans les meilleurs délais.""
J'ai fini par appeler ""le vendeur "" qui est bien au courant du litige et qui m'a dit qu'il m'avez appelé sur le portable au début du mois pour prendre rdv et sans réponde de ma part il devais me rappeler 30 jours plus tard...
3 Interlocuteur devant leurs ecrans qui n'ont qu'une seule réponse...",2021-04-30T15:56:38.000Z,"Merci Erick pour votre avis, nous sommes généralement connus par notre expérience client exemplaire, c’est pourquoi je suis désolé d'apprendre que vous avez vécu une telle expérience avec nous. Je vous prie de nous envoyer plus de détails avec vos coordonnées à l'adresse : [moderationreseauxsociaux_relationclient@auchan.fr], je prends en charge votre requête. Sachez que votre satisfaction est notre priorité, je vous souhaite une bonne journée Erick.",2021-05-01T11:45:57.636Z
917,N’ACHETEZ JAMAIS des produits d’Apple,1,"N’ACHETEZ JAMAIS des produits d’Apple chez Auchan. Récemment j’y ai acheté un iPhone 11 tout neuf mais après l’avoir chargé pendant 5-7 heures, l’appareil ne fonctionnait pas. Auchan a refusé de faire un échange et qu’il n’était pas responsable à la condition de l’appareil. En l’achetant, le conseiller nous l’a jamais dit! Pourtant sur le ticket c’était marqué (et on l’a regardé qu’après avoir payé). Chez Apple France, pareil, c’était la faute d’Auchan.",2021-04-30T15:00:52.000Z,"Merci pour votre alerte Patrick, nous sommes désolés d’apprendre que vous avez vécu une telle expérience.",2021-05-01T10:20:27.375Z
918,LAMENTABLE,1,J ai envoyé 3 mails de reclamations en plus d une semaine .. aucune réponse.. ils se fichent de la satisfaction client... LAMENTABLE,2021-04-30T14:16:22.000Z,"Merci antho pour votre avis, nous somme toujours là pour vous aider, votre satisfaction est notre priorité. Je vous prie de nous envoyer votre demande notamment, vos coordonnées et une description de la situation via cet e-mail : [moderationreseauxsociaux_relationclient@auchan.fr]. Je prends en charge votre demande afin de vous apporter une solution convenable, je vous souhaite une bonne journée Antho.",2021-05-01T10:23:17.601Z
919,rayon poissonnerie,1,"que dire que dire , que tout les les petites jeunes sur  le banc  n'en ont rien a faire du clients c''est une catastrophe  (voir avis  clients ) meme le personnel client se fait envoyer   bouler   .ancien sur le stand  j'ai ce que j'appelle  mes clients  qui me telephone perso pour signaler ces dérapages  j'ai honte de l'image donnée mais  comme c'est parti je penses  que comme en boucherie  bientot il ne resteras que de l'emballé plus de trad pres a en debattre avec  vincent  pour donner  mon avis  patrick ancien poissonnier tout les matin chez auchan facile a trouver",2021-04-29T19:24:50.000Z,"Bonjour Patrick et merci pour votre alerte, vos remarques font que notre service s'améliore un peu plus chaque jour.",2021-05-01T09:58:47.925Z
920,j'ai acheter des galettes de marque…,1,"j'ai acheter des galettes de marque SAMIA , dès que j'ai ouvert le paquet j'ai vue une couleur un peu marron entre deux galettes et j'ai soulever pour voir il y avait de la viande hachée moisie 🤢🤮🤮",2021-04-29T17:18:49.000Z,<br/>,2021-04-29T19:08:47.125Z
921,Fuyez,1,Pour encaisser ils perdent pas de temps mais pour vous rembourser vous pouvez attendre. Ils assurent même pas leurs commandes. Fuyez fuyez,2021-04-29T15:27:12.000Z,"Bonjour Kat et merci pour votre avis, vos remarques font que notre service s'améliore un peu plus chaque jour.",2021-05-01T10:14:23.519Z
922,Je rejoins les commentaires des…,1,Je rejoins les commentaires des internautes. Reçu un récupérateur d'eau cassé. Après avoir joint les services après vente. J'ai eu le droit aux (je suis désolé etc...). Mais après aucune nouvelle. Plusieurs mails envoyés dans réponse. Je vais donc e débrouiller avec mon récupérateur cassé. Fuyez auchan.fr. si vous ne voulez pas vous faire arnaquer. Il y a des sites heureusement bien plus sérieux. Jamais plus je commande sur ce site,2021-04-29T10:57:26.000Z,"Merci pour votre avis Canouille, nous sommes désolés d’apprendre que vous avez vécu une telle expérience.",2021-04-29T19:11:06.150Z
923,Déplorable grand arnaque,1,"Déplorable grand arnaque 
toute réponse différe d'un conseillé à un autre. Tu ne sais où tu te situe. 
Commande 678951899
 J'ai acheté un vélo enfant livré 29/01/21 pour un kdo début mars une fois monté le vélo est bancal rien ne va. Des clou au nivo des guidon. Blessé dès l'essayage, tombé... C'est son 3ème vélo pour vous dire que c'est pas un débutant. Il fallait faire un retour ds un magasin auchan parce que j'avais plus le carton ts les magasins ne peuvent prendre mon retour sans krton. Depuis fev j'arrête pas d'appeler auchan,atlas leur sav. Photo, diagnostic bidon en me disant que c'est le réglage des roulettes(ce que j'ai réessayé 10mil fs) qui n'a rien à voir o vélo même ki est bancal o clous et la chambre à air qu'il faut pompée régulièrement. A ce Jr je n'ai pas encore de solution. Finalement Retour, remboursement impossible car délai d'un mois dépassé. Sav aussi impossible car le fournisseur atlas ki est également sav trouve kil n'y a pas de problème, et la garantie pr la réparation ? Pourtant le vélo est inutilisable. 128€ quand même je mérite un reparage... C'est nul énervant non encourageant.
Cela m'atriste de dire ça car je suis un collaborateur d auchan.
Et je ne peux plus conseiller au gens vu cette situation que je rencontre. Je vs reviens si jamais j'ai une solution.
En tt cas perdez pas votre temps chez auchan. Fr",2021-04-28T08:50:19.000Z,"Merci R pour votre alerte, nous sommes désolés d’apprendre que vous avez vécu une telle expérience.",2021-04-29T18:59:55.525Z
924,SITE DE DROPSHIPPING ET D ARNAQUE,1,"SITE DE DROPSHIPPING ET D ARNAQUE

commande effectuée début fevrier , après plusieurs appels , le colis arrive avec 3 semaines de retard . le pire il arrive abimé !!!!. depuis le 2 AVril je tente de faire retourner l'article sans succès , le SAV jette la responsabilité au fournisseur et au transporteur , pourtant c'est avec AUCHAN que nous travaillons , à ce jour personne n'est venu récupérer cet article et personne n'est capable de joindre le fournisseur ni le transporteur (d'après le SAV qui ne sert manifestement à rien ).

dans ce cas c'est toujours le client qui est perdant , je ne peux pas commander un autre article , la vie de mes enfant est en danger avec les planches dans les pièces. de plus cela nous fait une pièce inoccupée depuis 1 mois. obligé de dormir les uns sur les autres .


AUCHAN .FR à eviter!!!! grosse arnaque, Auchan ne controle clairement ni la qualité des produits ni celle de sa communication

je pense porter plainte ça suffit!!!

commande 680034895",2021-04-27T10:43:09.000Z,Bonjour Elisabeth et merci d'avoir laissé un avis concernant l'état de votre colis.,2021-04-27T20:56:23.878Z
925,Commande en ligne de produits alimentaires,1,"J'ai passé une commande en ligne de produits alimentaires pour ma mère, comme tous les 15 jours. Le livreur m'a appelée pour un code puis j'ai reçu le message indiquant que le paiement était effectué. J'appelle ma mère qui me dit que personne n'est venu pour la livraison. Après avoir relancé 2 fois par téléphone le service client, service par ailleurs incompétent, j'ai envoyé une réclamation par mail à 2 reprises, toujours sans succès.  Je trouve inadmissible que, depuis le 10 avril, je n'ai aucune réponse à ma demande. Auchan joue sur la lassitude de ses clients, ce qui, pour moi, relève de l'arnaque.",2021-04-27T10:21:59.000Z,Bonjour Anne et merci d'avoir laissé un avis au sujet de votre commande non reçue. ,2021-04-27T20:57:01.549Z
926,Commande abri de jardin,1,"J'ai commandé un abri de jardin le 15 mars 2021, la somme de cet article est de 799 euros et a été débité en totalité le 17 mars.
La livraison était prévue le 29 mars. A ce jour du 26 avril, aucune livraison réceptionnée. 
J'ai appelé plus d'une dizaine de fois le service client qui me dit qu 'ils vont me rappeler rapidement dès qu'ils auront pris contact avec le fournisseur.....
A ce jour, aucune nouvelle ni de Auchan ni du fournisseur.
Je vous déconseille fortement les commandes sur internet via le site Auchan.
Si quelqu'un de sérieux au service client souhaite me donner une réponse sérieuse, un dossier est ouvert. N'hésitez pas à me contacter!",2021-04-26T16:17:04.000Z,Bonsoir Odille et merci d'avoir laissé un avis concernant le retard de livraison de votre commande. ,2021-04-26T21:24:45.244Z
927,Commande passée pour un lave linge le…,1,"Commande passée pour un lave linge le 20/04 avec livraison pour le 24/04. Cet appareil m'est nécessaire, mon mari  étant gravement malade, j'effectue 1 à 2 lessives quotidiennes. Le 24, je passe 3 appels. Après quelques minutes d'attente, j'entends ""merci de votre appel"" sans avoir dit quoi que ce soit. La 4ème fois, j'ai une charmante dame qui me dit ""qu'elle appelle l'entrepôt"". Depuis, aucune nouvelle. Je ne commanderai plus rien chez Auchan.",2021-04-26T15:43:39.000Z,Bonsoir Jocelyne et merci d'avoir pris le temps de rédiger un avis au sujet de votre commande d'un lave linge. ,2021-04-26T21:31:09.383Z
928,Déplorable ! Mais happy end quasiment deux mois plus tard ....,1,"En résumé:

Commande passée le 03/04 (chaises de jardin) devant être livrée le 13/04 .
Deux appels au service client au demeurant sympathique et s'excusant mais disant ne pas avoir la main sur la transporteur (hallucinant!) , un mail (non répondu) , lien du suivi de l'expédition ne fonctionne pas , aucun signe de vie du transporteur , problème non résolu au 25/04...
Frais d'expédition de 19 euros !
Demande de remboursement en attente (138e) ...
C'est déplorable et je ne pensais pas avoir ce genre de difficulté avec Auchan , on croirait une commande passée sur un site chinois .
Un conseil , évitez .

Edit du 05/05/21

On a oublié le remboursement , le colis doit être refusé selon Auchan pour pouvoir être remboursé ensuite , donc on a abandonné l'idée entre temps , c'est déjà assez compliqué ...
Le sous traitant d'Auchan livre aujourd'hui le 5/5 , rien à dire pour la prestation mais colis arrive donc un mois après et .... sur deux chaises commandées il n'y en a qu'une , l'attente au téléphone est interminable  au 0969325959 , je vais faire un mail pour essayer de récupérer la deuxième chaise ou l'argent , qui sait ?
Aujourd'hui les mots me manquent entre colère , rires , désespoir ... Le temps et l'énergie perdus pour une simple petite commande de mobilier de jardin , pfff...

Edit du 26/05/21
Tout vient à point qui sait attendre !!

Notre deuxième chaise est arrivée aujourd'hui , on allait presque passer les deux mois depuis la prise de commande initiale .
La semaine dernière une personne d'Auchan m'a contacté très sympathique m'expliquant la problématique apparemment liée aux différentes plateformes logistiques . Puis j'ai contacté le transporteur avec là aussi quelqu'un de très sympathique et la dernière étape a été franchie aujourd'hui  (livraison impeccable , d'ailleurs) ...
Bon , ça finit bien mais c'était un vrai parcours du combattant et au final je vous déconseille à nouveau d'utiliser ce site sauf si vous êtes très patient et très disponible pour passer du temps au téléphone ...
L'expérience n'était pas positive .",2021-05-26T18:32:32.000Z,"Bonjour Glm et merci pour votre avis, vos remarques font que notre service s'améliore un peu plus chaque jour.",2021-04-26T12:12:58.136Z
929,Service colis Aubagne Lamentable,1,"Nous avons commandé un salon de jardin le 7/04 ( livraison soit disant prévue une semaine après commande ) et n’avons jamais reçu de confirmation de commande.
Après plusieurs appels suite au débit du premier tier de la somme, nous avons eu confirmation téléphonique de la commande qui nous est alors annoncé en retard mais toujours pas d’écrit...
Nous recevons enfin le 22/04 la confirmation de réception.
Je me rends au service colis et reçois un colis marqué 2/2 et on me dit qu’il n’y a qu’un colis?????
Je leur dis que le colis de moins de 1,5 m et 40cm me semble plutôt petit pour un salon de jardin comprenant un canapé une table et deux sièges et reçois comme réponse “ mais monsieur il s’agit d’un salon en KIT” j’insiste et un monsieur sort de je ne sais où en proclamant c’est comme ça il livre qu’un colis on a déjà eu le cas et le salon est complet et de toutes façon l’informatique nous dit qu’il y a qu’un colis.( l’informatique lui indique t il que la terre est plate??)
J’insiste une énième fois pour le même type de réponse.
Je rentre alors chez moi en me disant que ce salon doit être extrêmement petit pour cinq personnes et déballe le colis ... Évidemment comme par hasard, il manquait la moitié des éléments.
Je ramène le colis et bien sûr aucune excuses avec pour seul justificatif c’est la faute de l’informatique.
De plus, lors du retour colis je prépare le colis en sortie de coffre et là on me dit de le laisser tomber par terre pour le prendre en charge... Mais je rêve......
Il serait quand même temps que les personnes qui se retrouvent dans ce style de situation ai un peu de jugeote et utilise l’organe situé entre leurs oreilles, mais surtout qu’ils apprennent le sens du service client.
Qu’elle honte de se retrouver dans de tels situations face à une arrogance sans faille.
Je m’étais déjà fait avoir pour un karcher qui n’est jamais arrivé et une table endommagée.
Je me suis toujours dit de laisser une chance lorsque l’on est pas satisfait d’un service mais trop c’est trop. HONTEUX",2021-04-25T08:16:40.000Z,"Merci pour votre avis Nicolas, nous sommes désolés d’apprendre que vous avez vécu une telle expérience.",2021-04-26T12:09:51.562Z
930,commande passée depuis le 7 février…,1,"commande passée depuis le 7 février pour un lit mezzanine, la date de livraison a changé au moins 3 fois. nous sommes le 24 avril, et toujours aucune info, aucune explication. cela va faire 3 mois que j attends ce lit. j ai appelé auchan.fr, 2 fois, et toujours les memes phrases , on s excuse, on prend votre demande en considération...que du bidon...et en plus, on ne peut pas se faire rembourser. ca aurait été plus commerçant de faire le remboursement, cela juste pour pouvoir racheter ailleurs sur un site plus sérieux. je n ai jamais vu ça, j aurais du acheter sur Amazon...le délai est court et respecté...je suis dégoutée...j aurais du me fier à tous les avis négatifs..ca prouve bien que ce n est pas sérieux",2021-04-24T15:19:42.000Z,"Merci Corinne pour votre avis et de nous avoir alertés à ce sujet. Nous savons qu'être dans l'attente d'une livraison peut être pénible et nous sommes navrés de cette situation. Je vous prie de nous envoyer votre demande avec plus de détails via cet e-mail : [moderationreseauxsociaux_relationclient@auchan.fr]. Nous serions ravis de traiter votre demande, sachez que votre satisfaction est notre priorité. À très bientôt Corinne !",2021-04-26T11:14:24.587Z
931,"Déception, écœurement, foutage de gueules",1,"Après plusieurs mails, et coups de téléphone, je suis toujours dans l'attente du remboursement d'un canapé commandé début Février. J'ai décidé d'annuler ma commande après que le délai de livraison ait été largement dépassé. Après plusieurs mails (tjrs les mêmes réponses, ""on a bien pris en compte votre demande... votre courrier est joint au dossier... Le vendeur s'engage à vous répondre dans un délai de 72 h...)  foutage de g...., je n'ai jamais été contacté. J'ai appelé Auchan.fr  une dizaine de fois, exigé que la direction me contacte, à ce jour toujours au point de départ, vous êtes en relation avec des personnes incompétentes qui ne comprennent pas ce que vous souhaitez, on vous balade, on se moque de vous, l'un vous dit votre commande n'est pas annulée, à 2 reprises on me répond on vous recontacte dans 48 h, les jours passent et rien, j'ai affaire à des personnes qui se fichent du client, on vous raccroche au nez, on vous met en attente durant plusieurs minutes, on vous répond tjrs la même chose désolé, nous sommes désolés, j'en ai plus que marre, depuis début Mars date d'annulation de ma commande je n'ai tjrs pas eu de remboursement, comment une enseigne comme Auchan puisse à ce point prendre ses clients pour des pigeons, comment ne pas péter un plomb quand vous êtes face à un personnel incompétent, on en a marre de toutes ces plateformes
Arrêtez de prendre les gens pour des imbéciles, nous clients nous nous tournons de + en + vers des petits commerces de proximité, ou nous retrouvons le relationnel que nous n'avons pas chez vous, toutes ces grandes enseignes sont froides, le chiffre , le chiffre , le chiffre, le client on s'en fiche
On ne m'y reprendra plus.
Auchan c'est terminé",2021-04-24T09:28:12.000Z,Merci Mortier de nous avoir signalés votre insatisfaction cela nous permettra d'améliorer la qualité de notre service.,2021-04-26T11:06:37.119Z
932,Juste inadmissible,1,"Juste inadmissible !  Apres seulement 4h suite a une erreur de commande, impossible de l'annuler ! Le service client est tous simplement mensonger. On m'a même carrément raccroché au nez. La seul option pour Auchan.fr est la fuite! Il existe des site bien plus professionnel. A bon entendeur.",2021-04-22T14:00:08.000Z,"Merci pour votre avis Mess, nous sommes désolés d’apprendre que vous avez vécu une telle expérience.",2021-04-26T10:46:33.065Z
933,Commande d'un salon de jardin sur…,1,"Commande d'un salon de jardin sur Auchan.frble 7/04
Livraison en magasin prévue le 10/04
Le 13 pas de nouvelles...mail au sav.. sans réponse...appel au sav où une charmante hôtesse m'apprend que le produit n'est plus en stock, commande non assurée..'on vous préviendra
Aujourd'hui le colis semble à nouveau apparaître chez mondial Relay...en attente... comme moi.
Et sur mon compte Auchan.fr le salon est toujours indiqué à retirer il y a quinze jours
On perd la tête...et son temps.",2021-04-21T17:49:08.000Z,"Bonjour Pascal et merci pour votre avis, vos remarques font que notre service s'améliore un peu plus chaque jour.",2021-04-22T10:34:54.550Z
934,SAV catastrophique.,1,"SAV catastrophique.
Je leur ai acheté un vélo électrique l'année dernière, et le vélo s'est dégradé au fil du temps : problème au déballage avec le feu avant fissuré (j'avais besoin du vélo alors je ne l'ai pas renvoyé de suite), puis problème avec la selle qui se déchirait. De plus, le vélo n'allait jamais vite, même quand je pédalais à fond. Par la suite, problème car le vélo ne cessait de dérailler sur du plat, alors que je ne pédalais pas vite. Et le pire, ce fut le problème avec les freins, j'ai fini par avoir de grosses frayeurs, j'ai notamment évité une voiture de justesse en m'aidant de mes pieds pour freiner. J'avais beau contacter le SAV via leur formulaire, je n'avais pas de réponse, alors que l'écran indiquait que ma demande avait bien été envoyée à chaque fois. Je ne pouvais pas renvoyer le vélo comme ça, j'en avais besoin pour aller travailler.
J'ai fini par avoir une aide sur le forum et la personne m'a certifié qu'aucune demande n'avait été enregistrée de ma part, une honte !!!
On m'a proposé la réparation, mais sans prêt de vélo. Il fallait un mois pour la réparation ! Un mois ! Et sans prêt !!!!!!!!!
J'ai réussi à avoir le remboursement (j'ai bien insisté sur le remboursement car au départ on me parlait d'un bon d'achat) du vélo contre renvoi de l'appareil, je ne voulais en aucun cas un autre vélo de ce type, et encore moins l'acheter chez eux vu le travail catastrophique du SAV. J'ai fini par acheter un vélo classique, un VTC, et je vais aussi vite que ce vélo électrique avec. Précision : je ne l'ai pas acheté sur Auchan.fr.",2021-04-19T13:24:50.000Z,"Merci de votre avis, Sevcrep. ",2021-04-19T19:16:54.974Z
935,"Bonjour,",2,"Bonjour,
Mon avis sur Auchan mont gaillard le Havre.
Extérieur et caddies sales même à l'heure d'ouverture...
Toujours obligé de prêté attention aux fausses promotions, car ici en bout de gondoles ces messieurs dames mélangent les promotions avec d'autres produits pas en promotions !!! Et bien souvent, les fameuses promotions reviennent plus chères qu'à l'unité !!! Bien trop souvent aussi pour le même produit prix différents dans le même rayon ! Et encore différents en caisse, c'est hallucinant tout ça. Plus de vigilance et de surveillance serait vraiment nécessaire. 
Déjà signalé à plusieurs reprises au responsable, mais ça, rentre par une oreille et ça ressort par l'autre aussitôt ! Pourquoi autant d'incompétence et de manque de respect envers les clients... Car qui fait la fortune de ces grandes surfaces et offre un travail aux employés ? De la direction, jusqu'aux magasiniers etc ? 
Et même à vous qui êtes en charge de répondre aux avis ?
Vous avez une petite idée ?
Car je suis certaine que rien ne changera 😭😤 mais je tenais quand même à le dire, et j'espère qu'un jour le consommateur moi y compris, nous aurons la possibilité d'aller voir ailleurs car malheureusement actuellement cela reste difficile, mais pas que pour la raison du covid !
Voilà ...",2021-04-18T09:39:53.000Z,"Merci pour votre avis et de nous avoir alertés à ce sujet, cela montre l'intérêt que vous portez à notre enseigne.",2021-04-19T08:44:13.142Z
936,A quoi sert le SAV d’Auchan.fr ?,1,"Bonjour, 
J’ai commandé un lit sur le site Auchan.fr le 19.02.2021 qui devait être livré initialement le 29.03.2021. Le 22.03.2021 j’ai reçu un mail indiquant un changement de date de livraison mais sans plus de précision. A ce jour, et après un mail du 04.04.2021 resté sans réponse et plusieurs appels téléphoniques où on m’assure de me tenir informé rapidement par mail, je ne sais pas du tout où en est ma commande : je n’ai ni numéro de suivi ni date de livraison. C’est clairement la pire expérience client que j’ai connu à ce jour. D’ailleurs, et pour confirmer ce sentiment d’amateurisme, en me connectant sur mon espace client aujourd’hui cela m’indique que je n’ai aucune commande de passée sur les 3 derniers mois alors que j’ai acheté une 10aine d’articles depuis mars de cette année...",2021-04-16T20:51:16.000Z,"Merci de votre avis et de nous avoir alertés à ce sujet, Martial. ",2021-04-17T13:40:59.353Z
937,Cafouillage dans les prix et méconnaissance de la loi,1,"Je passe à la  caisse 009 à Auchan Louvroil cet après midi 16 avril. Je suis venu récupérer une commande de vin faite sur Auchan.fr. J'ai pris également quelques produits plus 2 bouteilles de vin dans le rayon grand vin. Un nuit saint georges qui passe à 24 euros au lieu de 19. La caissière corrige après avoir appelé le chef de rayon. Sur l'autre bouteille un côte de nuit j'ai une étiquette remise de 30% en parfait état. Cette fois le chef de rayon lui demande d'enlever l'étiquette, ce qu'elle fait sous mes vives protestations, d'autant que le lot de bouteilles de côte de nuit était très visible au sein du rayon grands vins. Comment se fait-il si erreur ou mauvaise plaisanterie que personne ne se soit aperçu d'un marquage aussi visible. L'habitude d'Auchan est de ne mettre  la remise de 30% que sur une partie des articles pour accélerer l'écoulement du stock, j'ai donc cru de bonne foi à cette étiquette en très bon état. Nous sommes en présence d'une pratique contraire à l'art 121-2 du code de la consommation et  à la circulaire du 19 juillet 1988.
 2 erreurs sur deux bouteilles différentes, c'est inquiétant",2021-04-16T15:23:33.000Z,"Merci de votre retour et intérêt pour notre enseigne Alain, ",2021-04-17T13:39:00.122Z
938,J'ai commandé en ligne le 21 mars je…,1,"J'ai commandé en ligne le 21 mars je devais être livré 2 à 3 semaines, 4 semaines plus tard rien et quand j'écris au service client la seul réponse est : Nous avons bien reçu votre demande ! Pas d'explication vraiment une vrai relation client !!!!! Auchan réponds : Je ne crois pas un mot que vous pouvez résoudre mon problème. Je vous ai envoyer 5 messages sans réponses c'est depuis que j'ai publié sur Trustpilot que vous vous manifester. Vous n'est pas les seules Cdiscount pareil.",2021-04-18T06:39:39.000Z,"Merci de votre avis et de nous avoir alertés à ce sujet, Helhel. Nous savons qu'être dans l'attente d'une livraison peut être pénible et nous sommes navrés de cette situation. Afin de résoudre cela, je vous prie de nous envoyer un message avec plus de détails concernant votre dossier au plus vite via cet e-mail : [moderationreseauxsociaux_relationclient@auchan.fr]. Votre satisfaction demeure notre priorité. À très bientôt chez Auchan. L'équipe Auchan",2021-04-17T13:36:16.172Z
939,les produits Chinois sont des…,1,"les produits Chinois sont des catastrophes 

Article de mauvaise qualité et non conforme à la description:
je rappelle que le bois livré est d'une mauvaise qualité et la description sur le site n'a rien à voir avec ce qui m'a été vendu par AUCHAN:

1- le bois réparé et comblé avec du mastic.
2- le nombre de vis insuffisant.
3- la colle insuffisante pour finir le montage du lit
4- des broussins et des loupes sur les planches
5- des roulures et des gélivures sur les planches
6- encore du mastic sur le bois
7- une mauvaise coupure du bois

Je réclame que un dédommagement totale du prix de la marchandise et des frais engagés (livraison et installation).

La réponse reçu de service client Auchan :
J'ai transmis votre demande auprès du fournisseur et le fournisseur nous informe que votre lit est un pin massif et donc il est tout à fait normal que le bois et les nœuds se voient.
Par conséquent le lit n'est pas défectueux.

Quel service !! quel satisfaction !! quel respect pour le client ????
Date de l'expérience: 30 mars 2021
========>
Bonjour Aziz RACHID,

Je reviens vers vous suite à notre échange téléphonique concernant votre lit défectueux de la commande 680023978.

Pour répondre au mieux à votre demande nous pouvons procéder à la reprise de votre lit qui sera à nos frais assorti d'un remboursement. Malheureusement, nous ne disposons plus du lit en stock donc nous ne pourrons pas vous en réexpédier un nouveau.
Etes-vous intéressé par une reprise ? oui avec dédommagement des frais engagés

Dans l'attente de votre réponse, je vous remercie pour votre compréhension et je reste à votre disposition pour toutes demandes complémentaires.

==> aucune réponse et aucun retour depuis le 02/04/2021 !!!!!",2021-04-15T15:49:16.000Z,"Merci pour votre avis Aziz, nous sommes désolés d’apprendre que vous avez vécu une telle expérience.",2021-04-17T13:09:41.828Z
940,Très décu du service après vente,1,"Très décu du service après vente, cela fait 3 semaines que notre salon de jardin qui était défectueux a été repris et toujours pas de remboursement de la part d'Auchan (2500 € quand même !). Après 5 appels téléphoniques, nous avons pu avoir les coordonnées du fournisseur qui n'avait jamais reçu notre demande de retour avec les photos des défauts constatés. Après discussion j'ai enfin pu leur envoyer directement notre demande datant du 15/03 sans passer par Auchan. Nous espérons maintenant qu'Auchan va nous rembourser prochainement. Vérifiez bien quand vous passez commande quel est la société qui livre soit auchan, soit un autre fournisseur. Dans le 2ème cas il faudra régler les litiges avec ce fournisseur et non auchan.",2021-04-15T15:31:41.000Z,Merci Curien de nous avoir signalés votre insatisfaction cela nous permettra d'améliorer la qualité de notre service.,2021-04-17T12:52:30.673Z
941,Livraison Auchan,1,Suite à une commande qui devait être livrée ce jour j'ai reçu un mail me disant commande annulée !! Aucune explication rien !!! J'ai contacté ce service en ligne on m'a raccroché au nez !!!! De plus les produits d'une commande sur l'autre ne font qu'augmenter faut arrêter de nous prendre pour des c... !!! Cliente fidèle d'Auchan c'est désormais terminé !!!! J'attends mon remboursement dans les plus brefs délais !!!!!,2021-04-15T14:25:06.000Z,"Merci d'avoir laissé votre précieux avis Carolle, concernant votre commande, nous vous présentons tout d'abord nos excuses pour ce désagrément et vous assurons de toute notre compréhension face à votre mécontentement. Je vous prie de nous envoyer un message avec plus de détails concernant votre dossier au plus vite via cet e-mail: [moderationreseauxsociaux_relationclient@auchan.fr].",2021-04-15T15:04:15.104Z
942,Achat d'un lave linge,1,"Achat d'un lave linge, click and collect. Lave-linge ne marche pas, la vidange ne s'effectue pas. Appel du SAV. 1h au téléphone avec une conseillère qui n'arrive pas à ouvrir un dossier malgré tous les numéros du monde fournis (Ref, n° de commande etc, j'ai tout donné). Rdv technicien pris le 16/04 au matin. Rappel de la conseillère le 14/04: ""je ne trouve plus le dossier"" je redonne tous les numéros. Appel de 25 minutes. Rappel de la conseillère le 15/04, qui me laisse un message vocal: votre rendez vous est décalé le 19/04. Pas dispo ce jour là, j'avais pris ma matinée exprès le 16/04 pour aller sur les lieux de l'intervention.
Rappel outré de ma part: ""impossible de changer le rdv"".
- > >Des escrocs, incompétents, voleurs.",2021-04-15T09:54:18.000Z,"Merci de votre avis et de nous avoir alertés à ce sujet, Jérémie. ",2021-04-15T12:33:38.076Z
